pivot,sl_mult,tp_mult,tf_filter,trades,winrate,pnl
3,0.5,1.0,none,223,31.08108108108108,-8440.177674605475
3,0.5,1.0,1h,208,31.70731707317073,-7491.405960293908
3,0.5,1.0,4h,177,30.285714285714285,-6921.236698031001
3,0.5,2.0,none,223,17.727272727272727,-10260.03632624903
3,0.5,2.0,1h,208,15.841584158415841,-10370.241115436052
3,0.5,2.0,4h,177,13.793103448275861,-10157.69274526656
3,0.5,3.0,none,223,11.46788990825688,-11283.442289008308
3,0.5,3.0,1h,208,10.0,-11436.02944625546
3,0.5,3.0,4h,177,9.883720930232558,-9881.098708025838
3,0.5,4.0,none,223,10.091743119266056,-10283.442289008308
3,0.5,4.0,1h,208,7.5,-11936.02944625546
3,0.5,4.0,4h,177,6.976744186046512,-10681.098708025838
3,1.0,1.0,none,223,45.833333333333336,-1787.5502368286939
3,1.0,1.0,1h,208,39.59390862944162,-3995.1443688495415
3,1.0,1.0,4h,177,42.10526315789474,-2763.5571008243523
3,1.0,2.0,none,223,29.85781990521327,-1876.9349310184707
3,1.0,2.0,1h,208,20.105820105820104,-6963.408441225491
3,1.0,2.0,4h,177,22.5609756097561,-4914.825749297268
3,1.0,3.0,none,223,21.568627450980394,-1659.0889661671038
3,1.0,3.0,1h,208,13.043478260869565,-7726.161251200389
3,1.0,3.0,4h,177,16.9811320754717,-4169.233969211237
3,1.0,4.0,none,223,18.407960199004975,414.6978715702328
3,1.0,4.0,1h,208,8.88888888888889,-7761.378266820915
3,1.0,4.0,4h,177,12.258064516129032,-3902.476553571874
3,1.5,1.0,none,223,45.933014354066984,-1633.292873019807
3,1.5,1.0,1h,208,37.234042553191486,-4752.131256360571
3,1.5,1.0,4h,177,39.877300613496935,-3308.845142054339
3,1.5,2.0,none,223,32.142857142857146,32.13747974336593
3,1.5,2.0,1h,208,20.454545454545453,-6198.876399092778
3,1.5,2.0,4h,177,25.827814569536425,-2812.288267063019
3,1.5,3.0,none,223,22.513089005235603,-58.904053095889054
3,1.5,3.0,1h,208,9.467455621301776,-8523.812638359217
3,1.5,3.0,4h,177,13.698630136986301,-5158.925934020805
3,1.5,4.0,none,223,14.917127071823204,-488.1088949552435
3,1.5,4.0,1h,208,3.048780487804878,-10725.666483382753
3,1.5,4.0,4h,177,7.142857142857143,-6035.5249496017805
3,2.0,1.0,none,223,46.733668341708544,-1544.198279275443
3,2.0,1.0,1h,208,35.26011560693642,-5309.396644188113
3,2.0,1.0,4h,177,38.70967741935484,-3561.607894553119
3,2.0,2.0,none,223,29.891304347826086,-1249.5987568156138
3,2.0,2.0,1h,208,16.875,-7265.000534146045
3,2.0,2.0,4h,177,20.714285714285715,-4400.007133562971
3,2.0,3.0,none,223,16.470588235294116,-3032.7506280020148
3,2.0,3.0,1h,208,3.3333333333333335,-10998.558260847018
3,2.0,3.0,4h,177,8.270676691729323,-6898.935595858539
3,2.0,4.0,none,223,12.195121951219512,-2261.613990267579
3,2.0,4.0,1h,208,2.0134228187919465,-11287.319564133957
3,2.0,4.0,4h,177,6.818181818181818,-6587.6968991454805
5,0.5,1.0,none,221,38.009049773755656,-5300.0
5,0.5,1.0,1h,206,36.94581280788177,-5216.984845297074
5,0.5,1.0,4h,175,36.7816091954023,-4600.0
5,0.5,2.0,none,221,25.90909090909091,-4871.603794911442
5,0.5,2.0,1h,206,23.5,-5539.813821860318
5,0.5,2.0,4h,175,23.25581395348837,-5021.223675565212
5,0.5,3.0,none,221,19.069767441860463,-4428.596663226626
5,0.5,3.0,1h,206,16.3265306122449,-5797.408071500111
5,0.5,3.0,4h,175,15.976331360946746,-5551.110988244076
5,0.5,4.0,none,221,14.953271028037383,-4600.091545125405
5,0.5,4.0,1h,206,11.458333333333334,-6631.142305372499
5,0.5,4.0,4h,175,12.574850299401197,-5425.866130492084
5,1.0,1.0,none,221,59.25925925925926,3887.8253052192827
5,1.0,1.0,1h,206,55.38461538461539,2141.012858736783
5,1.0,1.0,4h,175,55.62130177514793,1911.8388293090957
5,1.0,2.0,none,221,39.51219512195122,4305.630845926256
5,1.0,2.0,1h,206,31.666666666666668,191.49864023447003
5,1.0,2.0,4h,175,36.075949367088604,2001.4718649724043
5,1.0,3.0,none,221,26.020408163265305,2491.084009276424
5,1.0,3.0,1h,206,16.184971098265898,-4020.411236826909
5,1.0,3.0,4h,175,22.0,-159.45224766935058
5,1.0,4.0,none,221,19.689119170984455,2079.4578232524864
5,1.0,4.0,1h,206,8.235294117647058,-7201.610090224183
5,1.0,4.0,4h,175,13.013698630136986,-2428.8203847402483
5,1.5,1.0,none,221,58.45410628019324,3652.449010121619
5,1.5,1.0,1h,206,52.1505376344086,1045.555011782161
5,1.5,1.0,4h,175,52.79503105590062,1023.5689441038201
5,1.5,2.0,none,221,33.333333333333336,1214.8138504138683
5,1.5,2.0,1h,206,21.686746987951807,-4388.210324969825
5,1.5,2.0,4h,175,27.77777777777778,-1318.194439463133
5,1.5,3.0,none,221,23.91304347826087,1133.1712872246449
5,1.5,3.0,1h,206,10.0,-7451.408326247232
5,1.5,3.0,4h,175,15.217391304347826,-3261.638974852671
5,1.5,4.0,none,221,18.333333333333332,1242.519281129546
5,1.5,4.0,1h,206,3.7974683544303796,-10322.10920084318
5,1.5,4.0,4h,175,9.558823529411764,-4632.339849448623
5,2.0,1.0,none,221,51.295336787564764,472.7866251976932
5,2.0,1.0,1h,206,42.16867469879518,-2401.8620222542486
5,2.0,1.0,4h,175,46.62162162162162,-896.8720200976728
5,2.0,2.0,none,221,28.8135593220339,-1399.3699899562544
5,2.0,2.0,1h,206,14.56953642384106,-7246.66672867299
5,2.0,2.0,4h,175,20.30075187969925,-3947.802041016473
5,2.0,3.0,none,221,21.637426900584796,-530.3917818192413
5,2.0,3.0,1h,206,6.164383561643835,-9287.388875958648
5,2.0,3.0,4h,175,13.178294573643411,-4438.860484255093
5,2.0,4.0,none,221,11.612903225806452,-1337.951632641075
5,2.0,4.0,1h,206,2.097902097902098,-10816.593609245181
5,2.0,4.0,4h,175,7.258064516129032,-5589.054773789227
7,0.5,1.0,none,221,42.98642533936651,-3100.0
7,0.5,1.0,1h,205,40.59405940594059,-3783.6360467773634
7,0.5,1.0,4h,175,41.37931034482759,-3000.0
7,0.5,2.0,none,221,27.85388127853881,-3331.76279798197
7,0.5,2.0,1h,205,25.252525252525253,-4332.337613719463
7,0.5,2.0,4h,175,26.589595375722542,-3408.065276145396
7,0.5,3.0,none,221,22.22222222222222,-1876.9516061792242
7,0.5,3.0,1h,205,17.435897435897434,-4762.108942993879
7,0.5,3.0,4h,175,16.666666666666668,-4633.156142026784
7,0.5,4.0,none,221,17.12962962962963,-2576.951606179224
7,0.5,4.0,1h,205,11.917098445595855,-6290.319611915431
7,0.5,4.0,4h,175,12.5,-5333.156142026784
7,1.0,1.0,none,221,64.62264150943396,6275.408092713418
7,1.0,1.0,1h,205,58.2010582010582,3227.602801233205
7,1.0,1.0,4h,175,64.24242424242425,4670.3316824397625
7,1.0,2.0,none,221,47.31707317073171,8921.400152848324
7,1.0,2.0,1h,205,36.666666666666664,2486.359346148666
7,1.0,2.0,4h,175,40.0,3611.0618920917113
7,1.0,3.0,none,221,33.50253807106599,8187.979881936952
7,1.0,3.0,1h,205,19.653179190751445,-1975.7760223595337
7,1.0,3.0,4h,175,25.675675675675677,1991.172069577108
7,1.0,4.0,none,221,26.06382978723404,9352.02598975865
7,1.0,4.0,1h,205,11.44578313253012,-4017.0750573555842
7,1.0,4.0,4h,175,18.88111888111888,1783.308178926704
7,1.5,1.0,none,221,64.8780487804878,6113.990680387662
7,1.5,1.0,1h,205,56.111111111111114,2326.519642246485
7,1.5,1.0,4h,175,60.0,3240.4318398832484
7,1.5,2.0,none,221,40.74074074074074,5138.656833676919
7,1.5,2.0,1h,205,25.153374233128833,-2843.916605886153
7,1.5,2.0,4h,175,31.428571428571427,292.39716422150923
7,1.5,3.0,none,221,29.943502824858758,6043.748552733799
7,1.5,3.0,1h,205,13.071895424836601,-5225.321658717237
7,1.5,3.0,4h,175,20.454545454545453,-483.78444903632305
7,1.5,4.0,none,221,19.161676646706585,3896.6752753490073
7,1.5,4.0,1h,205,3.3783783783783785,-9418.416440717334
7,1.5,4.0,4h,175,8.870967741935484,-3561.1785039888728
7,2.0,1.0,none,221,62.63157894736842,4503.7695916073535
7,2.0,1.0,1h,205,52.46913580246913,588.3147215540253
7,2.0,1.0,4h,175,54.10958904109589,1234.7651218976537
7,2.0,2.0,none,221,36.144578313253014,2885.029420377983
7,2.0,2.0,1h,205,19.148936170212767,-4854.565409601114
7,2.0,2.0,4h,175,26.356589147286822,-1509.3438561382059
7,2.0,3.0,none,221,22.22222222222222,1694.313514271104
7,2.0,3.0,1h,205,5.2631578947368425,-8491.997451676581
7,2.0,3.0,4h,175,11.016949152542374,-3972.8003454208983
7,2.0,4.0,none,221,16.666666666666668,2600.2689222203653
7,2.0,4.0,1h,205,3.787878787878788,-8567.392508927534
7,2.0,4.0,4h,175,7.017543859649122,-4249.407560591175
9,0.5,1.0,none,221,52.036199095022624,900.0
9,0.5,1.0,1h,205,49.504950495049506,-70.0729570525113
9,0.5,1.0,4h,174,49.41860465116279,-164.813837659745
9,0.5,2.0,none,221,38.35616438356164,3364.228541637326
9,0.5,2.0,1h,205,33.333333333333336,722.7738143684065
9,0.5,2.0,4h,174,35.50295857988166,1329.9748130496305
9,0.5,3.0,none,221,29.245283018867923,4648.091399868091
9,0.5,3.0,1h,205,23.036649214659686,-12.173734654613327
9,0.5,3.0,4h,174,27.272727272727273,2256.792820410772
9,0.5,4.0,none,221,23.333333333333332,5204.951980571185
9,0.5,4.0,1h,205,16.129032258064516,-847.093655790714
9,0.5,4.0,4h,174,18.633540372670808,868.1416341074016
9,1.0,1.0,none,221,69.19431279620854,8079.024826126752
9,1.0,1.0,1h,205,63.78378378378378,5316.461014193226
9,1.0,1.0,4h,174,67.48466257668711,5690.198257597827
9,1.0,2.0,none,221,44.94949494949495,7719.036385028906
9,1.0,2.0,1h,205,34.883720930232556,2203.970196470609
9,1.0,2.0,4h,174,37.74834437086093,3077.5010913608503
9,1.0,3.0,none,221,34.224598930481285,9244.489917695573
9,1.0,3.0,1h,205,22.89156626506024,509.9228891575991
9,1.0,3.0,4h,174,28.96551724137931,3991.951714182546
9,1.0,4.0,none,221,27.027027027027028,9297.957123749902
9,1.0,4.0,1h,205,13.125,-2046.5184194764684
9,1.0,4.0,4h,174,19.858156028368793,2545.055833062069
9,1.5,1.0,none,221,65.5,6488.737863377283
9,1.5,1.0,1h,205,56.49717514124294,2656.272136416931
9,1.5,1.0,4h,174,61.53846153846154,3775.726883341776
9,1.5,2.0,none,221,43.40659340659341,7029.384084504758
9,1.5,2.0,1h,205,29.012345679012345,-901.3264449002841
9,1.5,2.0,4h,174,35.714285714285715,2094.3586154960744
9,1.5,3.0,none,221,30.63583815028902,6327.563409416916
9,1.5,3.0,1h,205,13.422818791946309,-4079.8356565849754
9,1.5,3.0,4h,174,21.705426356589147,625.6292156250205
9,1.5,4.0,none,221,20.12578616352201,5502.718672199729
9,1.5,4.0,1h,205,4.964539007092198,-6464.768361542938
9,1.5,4.0,4h,174,11.666666666666666,-733.7899502656361
9,2.0,1.0,none,221,59.45945945945946,3516.071035254872
9,2.0,1.0,1h,205,48.40764331210191,-355.05895108715526
9,2.0,1.0,4h,174,50.354609929078016,240.34700486012662
9,2.0,2.0,none,221,36.809815950920246,3113.7432730190676
9,2.0,2.0,1h,205,19.708029197080293,-4078.7344326189714
9,2.0,2.0,4h,174,26.829268292682926,-1111.3296348540212
9,2.0,3.0,none,221,21.91780821917808,2076.2627980495163
9,2.0,3.0,1h,205,5.6,-6907.199986535562
9,2.0,3.0,4h,174,12.612612612612613,-2524.740931328673
9,2.0,4.0,none,221,15.942028985507246,2568.263793939229
9,2.0,4.0,1h,205,1.6528925619834711,-7666.776274671695
9,2.0,4.0,4h,174,7.547169811320755,-2971.695157274244
11,0.5,1.0,none,221,46.57534246575342,-1486.6063776701847
11,0.5,1.0,1h,204,45.45454545454545,-1761.5165783405607
11,0.5,1.0,4h,174,43.529411764705884,-2271.6042527233176
11,0.5,2.0,none,221,35.321100917431195,1351.9040643605485
11,0.5,2.0,1h,204,30.36649214659686,-1011.439196893037
11,0.5,2.0,4h,174,31.927710843373493,-434.9184599494334
11,0.5,3.0,none,221,27.77777777777778,2700.247423700775
11,0.5,3.0,1h,204,22.340425531914892,-841.7211959889426
11,0.5,3.0,4h,174,22.981366459627328,-365.81040770388154
11,0.5,4.0,none,221,19.43127962085308,759.0862406119863
11,0.5,4.0,1h,204,14.516129032258064,-3640.358063927293
11,0.5,4.0,4h,174,15.0,-2857.4662049943627
11,1.0,1.0,none,221,72.64150943396227,9655.179945669597
11,1.0,1.0,1h,204,65.94594594594595,6265.583354447416
11,1.0,1.0,4h,174,68.09815950920246,6078.483472565145
11,1.0,2.0,none,221,53.0,12287.576044346111
11,1.0,2.0,1h,204,43.02325581395349,5742.38693014062
11,1.0,2.0,4h,174,44.29530201342282,5508.472609253022
11,1.0,3.0,none,221,40.0,12980.957829825475
11,1.0,3.0,1h,204,28.125,4277.4225973829725
11,1.0,3.0,4h,174,35.2112676056338,7337.3293702744995
11,1.0,4.0,none,221,31.52173913043478,13232.948310503558
11,1.0,4.0,1h,204,19.10828025477707,2142.626415581972
11,1.0,4.0,4h,174,25.36231884057971,5971.87813741912
11,1.5,1.0,none,221,69.90291262135922,8203.227012808184
11,1.5,1.0,1h,204,59.887005649717516,3837.1629369198895
11,1.5,1.0,4h,174,62.091503267973856,3978.893032778865
11,1.5,2.0,none,221,47.252747252747255,8689.374721621676
11,1.5,2.0,1h,204,33.333333333333336,1479.8151022257346
11,1.5,2.0,4h,174,41.48148148148148,4349.180103636244
11,1.5,3.0,none,221,33.13953488372093,7878.688557650379
11,1.5,3.0,1h,204,19.863013698630137,-804.74945354062
11,1.5,3.0,4h,174,27.34375,2995.7084221852915
11,1.5,4.0,none,221,20.0,6400.714430412907
11,1.5,4.0,1h,204,8.02919708029197,-4154.073888329407
11,1.5,4.0,4h,174,14.52991452991453,893.0278311262823
11,2.0,1.0,none,221,67.75956284153006,6157.330366781406
11,2.0,1.0,1h,204,58.666666666666664,2107.3034405849526
11,2.0,1.0,4h,174,58.8235294117647,2097.2293626272453
11,2.0,2.0,none,221,42.2360248447205,5219.787423071128
11,2.0,2.0,1h,204,28.46153846153846,-1210.755920088749
11,2.0,2.0,4h,174,34.45378151260504,1116.155121641614
11,2.0,3.0,none,221,21.830985915492956,2564.094120601197
11,2.0,3.0,1h,204,9.243697478991596,-5179.429487549243
11,2.0,3.0,4h,174,15.88785046728972,-1278.8883817578067
11,2.0,4.0,none,221,15.151515151515152,2944.3591693947587
11,2.0,4.0,1h,204,4.3478260869565215,-6338.117606149226
11,2.0,4.0,4h,174,8.910891089108912,-2189.4396059598757
13,0.5,1.0,none,220,52.72727272727273,1200.0
13,0.5,1.0,1h,201,48.73096446700507,-353.3101116745953
13,0.5,1.0,4h,172,48.8235294117647,-390.13976396052215
13,0.5,2.0,none,220,37.61467889908257,2977.9259273536272
13,0.5,2.0,1h,201,32.460732984293195,190.78512482829944
13,0.5,2.0,4h,172,31.736526946107784,-478.4713598026449
13,0.5,3.0,none,220,32.093023255813954,6683.116944156305
13,0.5,3.0,1h,201,25.268817204301076,1561.2553957517393
13,0.5,3.0,4h,172,26.060606060606062,1259.190077083983
13,0.5,4.0,none,220,22.926829268292682,5402.451408606622
13,0.5,4.0,1h,201,14.444444444444445,-2666.535572413157
13,0.5,4.0,4h,172,16.9811320754717,-1048.625114943557
13,1.0,1.0,none,220,68.72037914691943,8007.538623941697
13,1.0,1.0,1h,201,65.55555555555556,6000.442775396342
13,1.0,1.0,4h,172,64.375,4802.51419671377
13,1.0,2.0,none,220,47.422680412371136,9407.520025932423
13,1.0,2.0,1h,201,37.95180722891566,3443.9729895606156
13,1.0,2.0,4h,172,39.86486486486486,3665.251413177344
13,1.0,3.0,none,220,36.75675675675676,11354.661060156788
13,1.0,3.0,1h,201,24.68354430379747,2180.5175989282184
13,1.0,3.0,4h,172,29.496402877697843,4909.537526868089
13,1.0,4.0,none,220,28.24858757062147,11505.075497990783
13,1.0,4.0,1h,201,15.2317880794702,380.81177568518933
13,1.0,4.0,4h,172,22.388059701492537,4974.647822559988
13,1.5,1.0,none,220,69.5,7872.913552396352
13,1.5,1.0,1h,201,62.5,4515.610227693292
13,1.5,1.0,4h,172,62.0,3720.4510293855824
13,1.5,2.0,none,220,47.45762711864407,9151.175929633844
13,1.5,2.0,1h,201,34.666666666666664,1979.397810767693
13,1.5,2.0,4h,172,38.16793893129771,3376.6822406451333
13,1.5,3.0,none,220,32.098765432098766,7998.838355539009
13,1.5,3.0,1h,201,18.115942028985508,-1063.8917929670783
13,1.5,3.0,4h,172,25.203252032520325,2400.095165383062
13,1.5,4.0,none,220,21.333333333333332,6718.6462981046425
13,1.5,4.0,1h,201,9.090909090909092,-3688.151324797243
13,1.5,4.0,4h,172,16.52173913043478,1925.3392873099788
13,2.0,1.0,none,220,64.44444444444444,5366.694341728726
13,2.0,1.0,1h,201,55.333333333333336,1583.8552024553237
13,2.0,1.0,4h,172,58.64661654135338,2186.6600704349676
13,2.0,2.0,none,220,42.20779220779221,6315.090597680218
13,2.0,2.0,1h,201,28.125,-140.45784822678723
13,2.0,2.0,4h,172,38.05309734513274,3091.2465721164635
13,2.0,3.0,none,220,25.0,4286.110403522731
13,2.0,3.0,1h,201,11.570247933884298,-4004.5716002408794
13,2.0,3.0,4h,172,21.904761904761905,1410.1796635616374
13,2.0,4.0,none,220,18.3206106870229,4871.713934708959
13,2.0,4.0,1h,201,6.140350877192983,-4460.154093736692
13,2.0,4.0,4h,172,13.541666666666666,1034.3520043583937
15,0.5,1.0,none,220,49.54545454545455,-200.0
15,0.5,1.0,1h,199,52.84974093264249,1337.9659780372597
15,0.5,1.0,4h,170,52.071005917159766,733.9220007572817
15,0.5,2.0,none,220,38.99082568807339,3819.7303969708914
15,0.5,2.0,1h,199,36.95652173913044,2875.4331299101304
15,0.5,2.0,4h,170,37.65432098765432,2623.628852323038
15,0.5,3.0,none,220,30.046948356807512,4932.7691711123725
15,0.5,3.0,1h,199,26.256983240223462,2597.411724316219
15,0.5,3.0,4h,170,28.02547770700637,3074.0985881834076
15,0.5,4.0,none,220,20.48780487804878,2752.2333658334173
15,0.5,4.0,1h,199,14.035087719298245,-1747.8577120443554
15,0.5,4.0,4h,170,17.105263157894736,383.06795914468375
15,1.0,1.0,none,220,70.5607476635514,8806.87438686937
15,1.0,1.0,1h,199,68.36158192090396,6809.872829373529
15,1.0,1.0,4h,170,69.87179487179488,6369.300839907255
15,1.0,2.0,none,220,49.479166666666664,10488.492046700729
15,1.0,2.0,1h,199,40.12738853503185,4833.53565485541
15,1.0,2.0,4h,170,43.57142857142857,5661.170836812097
15,1.0,3.0,none,220,35.714285714285715,10704.284890398116
15,1.0,3.0,1h,199,23.333333333333332,1640.3019571220761
15,1.0,3.0,4h,170,27.81954887218045,3923.974604467526
15,1.0,4.0,none,220,30.508474576271187,13342.38331540981
15,1.0,4.0,1h,199,17.24137931034483,1434.021664032352
15,1.0,4.0,4h,170,21.875,4776.302509118371
15,1.5,1.0,none,220,73.86934673366834,9457.350701312567
15,1.5,1.0,1h,199,68.71165644171779,6364.512790706078
15,1.5,1.0,4h,170,69.86301369863014,5967.736000895735
15,1.5,2.0,none,220,46.51162790697674,8625.397481893237
15,1.5,2.0,1h,199,32.857142857142854,1330.9545126803898
15,1.5,2.0,4h,170,36.0,2486.1191696891756
15,1.5,3.0,none,220,32.91139240506329,9242.846682273814
15,1.5,3.0,1h,199,17.829457364341085,-596.9816168021187
15,1.5,3.0,4h,170,24.347826086956523,2655.793447116069
15,1.5,4.0,none,220,23.972602739726028,9306.396690053669
15,1.5,4.0,1h,199,9.090909090909092,-2338.1664508402573
15,1.5,4.0,4h,170,16.037735849056602,2301.0393910146136
15,2.0,1.0,none,220,64.80446927374301,5444.526183080604
15,2.0,1.0,1h,199,55.24475524475525,1797.5295703838274
15,2.0,1.0,4h,170,58.778625954198475,2623.8572883767993
15,2.0,2.0,none,220,40.38461538461539,5348.060461968079
15,2.0,2.0,1h,199,25.203252032520325,-1417.0274690460562
15,2.0,2.0,4h,170,31.53153153153153,1256.2366818114779
15,2.0,3.0,none,220,25.179856115107913,4624.850109371782
15,2.0,3.0,1h,199,9.734513274336283,-4053.0906630727773
15,2.0,3.0,4h,170,17.821782178217823,178.90027754904634
15,2.0,4.0,none,220,13.6,3304.4021752046447
15,2.0,4.0,1h,199,3.7037037037037037,-5343.17626577601
15,2.0,4.0,4h,170,12.371134020618557,-34.43332417660804
